Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg)
Omelet Bites,Bacon & Cheddar Omelet Bites,2 Omelet Bites,280,19,10,0.5,185,520,7,0,2,0,17,5,156,238,1
Omelet Bites,Egg White & Veggie Omelet Bites,2 Omelet Bites,180,11,7,0,30,460,7,0,2,0,13,0,179,204,0
