Snacking Bacon,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg)
Sweet Black Pepper Snacking Bacon,8 Pieces,190,12,4.5,0,35,500,10,0,9,9,10,0,171,17,1
