Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg)
Iced Americano,Iced Americano - Large,Large,10,0,0,0,0,40,2,0,0,0,0,0,145,25,0
Iced Americano,Iced Americano - Medium,Medium,10,0,0,0,0,30,2,0,0,0,0,0,116,18,0
Iced Americano,Iced Americano - Small,Small,5,0,0,0,0,25,1,0,0,0,0,0,96,13,0
