Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg)
Dunkin' Energy Punch - Regional,Blue Raspberry Dunkin' Energy Punch Powered by Rockstar®,Large,430,0,0,0,0,120,100,0,98,98,0,0,5,12,0
Dunkin' Energy Punch - Regional,Strawberry Dunkin' Energy Punch Powered by Rockstar®,Large,440,0,0,0,0,120,103,1,98,94,0,0,120,19,0
