Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg)
Avocado Toast,Avocado Spread,1 Unit,80,7,1,0,0,200,4,3,0,0,1,0,232,6,0
Avocado Toast,Avocado Toast,1 Piece,240,11,1.5,0,0,530,34,6,1,0,6,0,371,47,2
Avocado Toast,Bacon Topped Avocado Toast,1 Piece,290,14,3.5,0,15,740,32,5,2,1,10,0,378,26,2
