Store,Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Beverage_prep, Total Fat (g),Trans Fat (g) , Sodium (mg), Total Carbohydrates (g) , Dietary Fibre (g), Sugars (g), Protein (g) ,Vitamin A (% DV) ,Vitamin C (% DV), Calcium (% DV) ,Iron (% DV) ,Caffeine (mg)
Dunkin,Iced Coffee,Iced Coffee with Skim Milk and Sugar - Medium,Medium,120,0,0,0,0,35,28,0,28,26,2,1,257,70,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Skim Milk and Sugar - Small,Small,80,0,0,0,0,25,19,0,19,17,1,0,172,47,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Sugar - Large,Large,140,0,0,0,0,20,35,0,35,35,1,0,275,21,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Sugar - Medium,Medium,110,0,0,0,0,15,26,0,26,26,0,0,206,15,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Sugar - Small,Small,70,0,0,0,0,10,17,0,17,17,0,0,138,11,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk - Large,Large,40,2,1,0,5,45,3,0,3,0,3,1,328,89,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk - Medium,Medium,30,1.5,1,0,5,35,2,0,2,0,2,1,246,66,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk - Small,Small,20,1,0.5,0,5,25,1,0,1,0,1,0,164,44,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk and Sugar - Large,Large,180,2,1,0,5,45,38,0,38,35,3,1,329,89,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk and Sugar - Medium,Medium,130,1.5,1,0,5,35,28,0,28,26,2,1,246,66,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Whole Milk and Sugar - Small,Small,90,1,0.5,0,5,25,19,0,19,17,1,0,164,45,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee Large,Large,210,1,0,0,0,50,50,2,46,46,2,0,598,31,2,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee Medium,Medium,160,0.5,0,0,0,35,38,2,34,34,2,0,462,23,1,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee Small,Small,110,0,0,0,0,25,25,1,23,23,1,0,313,16,1,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee with Cream - Large,Large,330,12,7,0,35,90,52,2,47,46,4,1,653,84,2,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee with Cream - Medium,Medium,240,9,5,0,25,65,39,2,35,34,3,0,503,63,1,,,,,,,,,,,,,
Dunkin,Iced Coffee,Mocha Swirl Iced Coffee with Cream - Small,Small,160,6,3.5,0,20,45,26,1,24,23,2,0,340,43,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Vanilla Chai Latte with Sweet Cold Foam - Large,Large,520,16,10,0.5,50,250,77,2,70,51,14,5,638,498,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Vanilla Chai Latte with Sweet Cold Foam - Medium,Medium,380,12,7,0,35,180,56,2,51,37,10,4,464,362,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Vanilla Chai Latte with Sweet Cold Foam - Small,Small,280,9,5,0,25,130,41,1,38,28,7,2,323,250,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Skim Milk - Large,Large,350,0.5,0,0,10,250,67,0,65,42,16,4,899,593,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Skim Milk - Medium,Medium,260,0,0,0,5,190,50,0,49,31,12,3,670,444,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Skim Milk - Small,Small,170,0,0,0,5,125,33,0,33,21,8,2,450,296,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Whole Milk - Large,Large,440,12,7,0,40,260,66,0,64,42,15,5,809,558,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Whole Milk - Medium,Medium,330,9,5,0,30,190,50,0,48,31,11,4,602,418,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pink Velvet Swirl Iced Latte with Whole Milk - Small,Small,220,6,3.5,0,20,130,33,0,32,21,8,2,405,279,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Skim Milk - Large,Large,430,6,3.5,0,25,260,77,0,71,47,16,5,908,613,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Skim Milk - Medium,Medium,330,5,3,0,25,190,59,0,54,36,12,3,684,463,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Skim Milk - Small,Small,250,5,3,0,20,135,42,0,38,26,8,2,471,317,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Whole Milk - Large,Large,530,17,10,0.5,55,260,76,0,70,47,15,5,819,579,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Whole Milk - Medium,Medium,410,14,8,0,45,200,59,0,54,36,11,4,616,437,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Signature Iced Latte with Whole Milk - Small,Small,300,11,6,0,35,135,42,0,38,26,8,3,426,299,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Skim Milk - Large,Large,350,0.5,0,0,10,250,68,0,66,42,15,4,870,590,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Skim Milk - Medium,Medium,260,0,0,0,5,190,51,0,49,32,11,3,648,442,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Skim Milk - Small,Small,170,0,0,0,5,125,34,0,33,21,8,2,435,295,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Whole Milk - Large,Large,440,12,7,0,40,250,68,0,65,42,14,5,781,556,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Whole Milk - Medium,Medium,330,9,5,0,30,190,51,0,49,32,11,4,581,416,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Toasted White Chocolate Swirl Iced Latte with Whole Milk - Small,Small,220,6,3.5,0,20,125,34,0,33,21,7,2,390,278,0,,,,,,,,,,,,,
Dunkin,Iced Latte,White Chocolate Iced Matcha Latte - Large,Large,550,12,7,0,40,240,93,2,90,67,16,9,689,554,0,,,,,,,,,,,,,
Dunkin,Iced Latte,White Chocolate Iced Matcha Latte - Medium,Medium,410,9,5,0,30,180,70,1,68,51,12,6,516,415,0,,,,,,,,,,,,,
Dunkin,Iced Latte,White Chocolate Iced Matcha Latte - Small,Small,280,6,3.5,0,20,120,47,1,45,34,8,4,344,277,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Almondmilk Iced Matcha Latte - Large,Large,230,3.5,0,0,0,240,48,3,44,44,3,8,258,702,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Almondmilk Iced Matcha Latte - Medium,Medium,180,2.5,0,0,0,180,36,2,33,33,3,6,193,526,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Almondmilk Iced Matcha Latte - Small,Small,120,2,0,0,0,120,24,1,22,22,2,4,129,351,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Skim Milk - Large,Large,350,0.5,0,0,10,440,70,0,66,42,16,4,849,596,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Skim Milk - Medium,Medium,260,0,0,0,5,330,52,0,50,31,12,3,632,446,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Skim Milk - Small,Small,170,0,0,0,5,220,35,0,33,21,8,2,425,298,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Whole Milk - Large,Large,450,12,7,0,40,440,69,0,66,42,15,5,759,561,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Whole Milk - Medium,Medium,330,9,5,0,30,330,52,0,49,31,11,4,565,420,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Butter Pecan Swirl Iced Latte with Whole Milk - Small,Small,220,6,3.5,0,20,220,35,0,33,21,7,2,380,281,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Skim Milk - Large,Large,430,6,3.5,0,30,250,79,0,75,51,16,5,1053,586,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Skim Milk - Medium,Medium,340,5,3,0,25,190,61,0,57,39,12,3,792,442,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Skim Milk - Small,Small,250,5,3,0,20,130,43,0,40,27,8,2,543,303,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Whole Milk - Large,Large,530,17,10,0.5,60,250,79,0,74,51,15,5,963,551,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Whole Milk - Medium,Medium,410,14,8,0,45,190,61,0,57,39,11,4,725,416,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Craze Signature Iced Latte with Whole Milk - Small,Small,300,11,6,0,35,130,43,0,39,27,8,3,499,285,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Skim Milk - Large,Large,350,0,0,0,10,250,71,0,69,46,15,4,"1,017",568,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Skim Milk - Medium,Medium,260,0,0,0,10,190,53,0,52,35,11,3,758,426,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Skim Milk - Small,Small,180,0,0,0,5,125,36,0,35,23,8,2,509,284,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Whole Milk - Large,Large,450,12,7,0,40,250,70,0,69,46,14,5,927,534,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Whole Milk - Medium,Medium,340,9,5,0,30,190,53,0,52,35,11,4,690,400,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Caramel Swirl Iced Latte with Whole Milk - Small,Small,230,6,3.5,0,20,125,35,0,34,23,7,2,464,267,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Skim Milk- Large,Large,290,0.5,0,0,5,210,58,2,54,36,13,4,656,466,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Skim Milk- Medium,Medium,220,0,0,0,5,160,44,2,41,27,10,3,492,349,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Skim Milk- Small,Small,150,0,0,0,5,105,29,1,27,18,7,2,328,233,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Whole Milk- Large,Large,390,12,7,0,35,220,57,2,54,36,12,5,567,431,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Whole Milk- Medium,Medium,290,9,5,0,25,160,43,2,40,27,9,4,425,323,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Chai Iced Latte with Whole Milk- Small,Small,200,6,3.5,0,20,110,29,1,27,18,6,2,283,216,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Skim Milk - Large,Large,420,6,4,0,25,220,78,2,69,50,15,5,1061,495,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Skim Milk - Medium,Medium,330,6,3.5,0,20,160,60,2,52,38,11,3,798,373,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Skim Milk - Small,Small,250,5,3.5,0,20,115,43,1,36,27,8,2,548,255,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Whole Milk - Large,Large,520,18,11,0.5,55,220,77,2,68,50,14,5,971,460,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Whole Milk - Medium,Medium,400,14,9,0,45,170,60,2,52,38,10,4,731,347,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Cocoa Mocha Signature Iced Latte with Whole Milk - Small,Small,300,11,7,0,35,115,42,1,36,27,7,3,503,238,1,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Skim Milk - Large,Large,350,0,0,0,10,240,71,0,67,42,15,4,980,549,0,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Skim Milk - Medium,Medium,260,0,0,0,10,180,53,0,50,31,11,3,730,411,0,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Skim Milk - Small,Small,170,0,0,0,5,120,35,0,33,21,7,2,490,275,0,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Whole Milk - Large,Large,450,12,7,0,40,240,70,0,66,42,14,5,891,515,0,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Whole Milk - Medium,Medium,330,9,5,0,30,180,52,0,50,31,11,4,663,385,0,,,,,,,,,,,,,
Dunkin,Iced Latte,French Vanilla Swirl Iced Latte with Whole Milk - Small,Small,220,6,3.5,0,20,120,35,0,33,21,7,2,445,258,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with AlmondMilk - Large,Large,130,3.5,0,0,0,260,23,1,20,19,2,4,374,715,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with AlmondMilk - Medium,Medium,100,3,0,0,0,190,17,1,15,15,1,3,276,536,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with AlmondMilk - Small,Small,70,2,0,0,0,130,11,0,10,10,1,2,187,358,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Coconutmilk - Large,Large,70,6,5,0,0,95,4,0,1,0,1,5,567,774,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Coconutmilk - Medium,Medium,50,4.5,3.5,0,0,70,3,0,1,0,1,4,420,580,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Coconutmilk - Small,Small,35,3,2.5,0,0,50,2,0,0,0,0,2,283,387,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Oatmilk - Large,Large,180,5,1,0,0,200,32,4,7,5,3,9,681,518,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Oatmilk - Medium,Medium,130,4,0.5,0,0,150,24,3,5,4,2,7,506,388,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Oatmilk - Small,Small,90,2.5,0,0,0,100,16,2,4,3,1,4,340,259,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk - Large,Large,130,0,0,0,5,180,20,0,18,0,12,4,670,465,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk - Medium,Medium,100,0,0,0,5,135,15,0,14,0,9,3,498,348,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk - Small,Small,70,0,0,0,5,90,10,0,9,0,6,2,335,233,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk and Sugar - Large,Large,270,0,0,0,5,180,54,0,53,35,12,4,671,465,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk and Sugar - Medium,Medium,200,0,0,0,5,135,41,0,40,26,9,3,498,348,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Skim Milk and Sugar - Small,Small,130,0,0,0,5,90,27,0,26,17,6,2,335,233,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk - Large,Large,230,12,7,0,35,180,19,0,18,0,12,5,580,431,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk - Medium,Medium,170,9,5,0,25,135,14,0,13,0,9,4,430,322,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk - Small,Small,120,6,3.5,0,20,90,9,0,9,0,6,2,290,216,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk and Sugar - Large,Large,370,12,7,0,35,180,54,0,52,35,12,5,581,431,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk and Sugar - Medium,Medium,270,9,5,0,25,135,40,0,39,26,9,4,431,323,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Iced Latte with Whole Milk and Sugar - Small,Small,180,6,3.5,0,20,90,27,0,26,17,6,2,291,216,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Skim Milk - Large,Large,240,0,0,0,5,170,45,2,43,25,14,8,578,464,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Skim Milk - Medium,Medium,180,0,0,0,5,125,34,1,32,19,11,6,433,347,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Skim Milk - Small,Small,120,0,0,0,5,85,23,1,22,12,7,4,289,232,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Whole Milk - Large,Large,340,12,7,0,35,170,44,2,43,25,13,9,488,429,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Whole Milk - Medium,Medium,250,9,5,0,25,130,33,1,32,19,10,6,366,321,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Matcha Iced Latte with Whole Milk - Small,Small,170,6,3.5,0,20,85,22,1,21,12,7,4,244,215,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Skim Milk - Large,Large,340,1,0.5,0,5,210,70,2,64,46,14,4,"1,021",476,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Skim Milk - Medium,Medium,250,1,0.5,0,5,160,52,2,48,34,10,3,761,356,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Skim Milk - Small,Small,170,0.5,0,0,5,105,35,1,32,23,7,2,510,238,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Whole Milk - Large,Large,440,13,7,0,35,220,69,2,63,46,13,5,931,442,2,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Whole Milk - Medium,Medium,330,10,6,0,25,160,52,2,47,34,10,4,694,330,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Mocha Swirl Iced Latte with Whole Milk - Small,Small,220,6,3.5,0,20,110,35,1,32,23,7,2,466,221,1,,,,,,,,,,,,,
Dunkin,Iced Latte,Pecan Vanilla Iced Latte - Large,Large,450,12,7,0,40,440,70,0,66,42,15,5,759,561,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pecan Vanilla Iced Latte - Medium,Medium,340,9,5,0,30,330,52,0,49,31,11,4,565,420,0,,,,,,,,,,,,,
Dunkin,Iced Latte,Pecan Vanilla Iced Latte - Small,Small,230,6,3.5,0,20,220,35,0,33,21,7,2,380,281,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Skim Milk - Large,Large,310,0.5,0,0,5,210,62,0,59,42,12,3,754,444,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,160,46,0,44,31,9,2,572,332,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Skim Milk - Small,Small,160,0,0,0,5,105,31,0,30,21,6,1,400,223,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Whole Milk - Large,Large,370,8,4.5,0,25,210,61,0,59,42,11,3,694,421,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,160,46,0,44,31,9,2,528,315,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Pink Velvet Swirl Iced Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,110,31,0,29,21,6,2,370,211,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Skim Milk - Large,Large,310,0.5,0,0,5,200,63,0,60,42,11,3,725,442,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,150,47,0,45,32,8,2,551,331,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Skim Milk - Small,Small,160,0,0,0,5,105,32,0,30,21,6,1,386,221,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Whole Milk - Large,Large,370,8,4.5,0,25,210,63,0,59,42,10,3,665,419,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,47,0,44,32,8,2,506,314,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Toasted White Chocolate Swirl Iced Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,105,32,0,30,21,5,2,356,210,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Skim Milk - Large,Large,310,0,0,0,5,390,64,0,60,42,12,3,704,447,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,290,48,0,45,31,9,2,535,335,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Skim Milk - Small,Small,160,0,0,0,5,200,33,0,30,21,6,1,375,224,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Whole Milk - Large,Large,380,8,4.5,0,25,390,64,0,60,42,11,3,644,424,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,300,48,0,45,31,8,2,490,318,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Butter Pecan Swirl Iced Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,200,32,0,30,21,6,2,345,213,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Skim Milk - Large,Large,310,0,0,0,10,200,66,0,63,46,11,3,872,420,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Skim Milk - Medium,Medium,240,0,0,0,5,150,49,0,47,35,8,2,661,314,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Skim Milk - Small,Small,160,0,0,0,5,105,33,0,32,23,6,1,459,211,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Whole Milk - Large,Large,380,8,4.5,0,30,200,65,0,63,46,11,3,812,397,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Whole Milk - Medium,Medium,290,6,3.5,0,20,150,49,0,47,35,8,2,616,297,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Caramel Swirl Iced Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,105,33,0,31,23,5,2,429,199,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Skim Milk - Large,Large,310,0,0,0,10,190,65,0,61,42,11,3,835,401,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,150,49,0,46,31,8,2,633,300,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Skim Milk - Small,Small,160,0,0,0,5,100,33,0,30,21,5,1,441,201,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Whole Milk - Large,Large,380,8,4.5,0,30,200,65,0,60,42,10,3,776,378,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,49,0,45,31,8,2,588,283,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,French Vanilla Swirl Iced Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,100,33,0,30,21,5,2,411,189,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Coconutmilk - Large,Large,50,4,3.5,0,0,80,3,0,0,0,1,3,456,523,1,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Coconutmilk - Medium,Medium,40,3,2.5,0,0,60,3,0,0,0,0,2,349,391,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Coconutmilk - Small,Small,30,2,1.5,0,0,40,2,0,0,0,0,2,251,262,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Oatmilk - Large,Large,120,3.5,0.5,0,0,150,23,3,5,4,2,6,532,352,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Oatmilk - Medium,Medium,90,2.5,0,0,0,110,17,2,4,3,2,4,406,263,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Oatmilk - Small,Small,60,2,0,0,0,75,12,1,2,2,1,3,289,177,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk - Large,Large,90,0,0,0,5,135,14,0,12,0,8,3,525,317,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk - Medium,Medium,70,0,0,0,5,100,11,0,9,0,6,2,400,237,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk - Small,Small,50,0,0,0,0,70,7,0,6,0,4,1,286,159,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk and Sugar - Large,Large,230,0,0,0,5,135,49,0,47,35,8,3,526,317,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk and Sugar - Medium,Medium,170,0,0,0,5,100,37,0,35,26,6,2,401,237,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Skim Milk and Sugar - Small,Small,120,0,0,0,0,70,25,0,23,17,4,1,286,159,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk - Large,Large,160,8,4.5,0,25,135,14,0,12,0,8,3,465,294,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk - Medium,Medium,120,6,3.5,0,20,105,10,0,9,0,6,2,356,220,0,,,,,,,,,,,,,
